text,label
Found this place on yelp and came to try to since it was walking distance from circus circus.  Waitress was friendly and we were seated after a 10 min wait.  We ordered the popcorn chicken and pork cutlet bento.  Both were a little under seasoned for our taste.  The pork was also dry.  The peach tea was delicious.,1
"So I finally have a chance to try this place out after reading many many positive reviews on Yelp and on Facebook. For a Tuesday morning, we waited about 20-30 minutes (No line at 12 pm). There were 3 of us and we all were so excited since it's our first time here. I ordered the Sweet Potato Pancakes with a side of hash brown. One of my friends ordered the Rash Berry Pancakes , which he complained was way too sweet. The other ordered Pig in the Blanket (pancake wrapped around a sausage), which she ended up eating the sausages only. The pancakes were very average and plain, definitely not as good as what people said it to be. Hash-browns were average also. Personally, I prefer hash-browns at Bongo Java. The portions are huge and I recommend sharing it with someone. 

For that amount of waiting time and mediocre food, I wouldn't come back unless I'm around the area. Not worth waiting at all.

2013/#42",-1
"Honestly, didn't live up to the hype. Food was definitely good but was not BBQ that blew me out of the water. And the corn bread was SOO DRY. Disappointing. Hoping it was just a bad night but seeing as I was visiting Nashville for the first time, I probably won't be going back when I visit again.",-1
"I was happy his was my first experience with Nola food and not my last, started on a low point. First, I understand it was Sunday night before Fat Tuesday and our waitress was working back to back 12 shifts. However, my drink order was forgotten, and my friends plate was mixed up. For my food, I had the po'boy shrimp and was underwhelmed, there was a hardy serving of shrimp but there was minimal lettuce or sauce and the fries were weak, many soggy. Needless to say, we didn't go back. From other reviews seems like we caught them on an off-day but unfortunately the result is a lack luster review.",-1
Omg you would think that the drinks would be strong so that you wouldn't notice how bad the food is but no such luck. Capirihinias taste like dishwater. Coconut shrimp were burned and the fried avocado was a gloppy mess. Never. Again.,-1
"This is the worst place to eat! I love barbecue and the pulled pork was so dry I had to drown it in barbecue sauce to try and eat it! The wings were so dry, the collard greens were so bland that I had to put buffalo sauce and salt to make them taste somewhat decent. The food came out slow and we were starving. It was edible, that's about it! Had to place a order to go at tarpon tavern because I was still hungry after eating what little I had!",-1
"Went to have lunch and place had nice ambiance and service was very good and friendly. Then came the food. They had several options. I had the pick three of sausage, brisket and ribs. The two sides were beans and greens. Out of the three meats the sausage was the least worse. All were dry and the sides did not have favors I would expect. I did not like anything. You even had to pay for bread.  I tried covering them up with the bbq sauces however even those were strange tasting. The sweet was pure molasses. The house was the only one I could tolerate.  I think they need to hire a cook that has tastebuds. We tried the apple crumble pie for desert and we even threw that away as it had no sweetness at all and no texture.  The price was crazy. Never again. Go to one of the many BBQ places in St. Louis that actually has good food.",-1
"The food - fantastic. Can't knock their burgers or fries, the topping selection, the taste or quality. Everything else? I've stopped going here. The people who work there are rude, indifferent, and sullen. I've had experienced where I've waited several minutes at the register for the cashiers to stop texting or checking Facebook before they ask me for my order. It takes forever to make your food. The quantity does not match the price (I swear every order of fries gets smaller and smaller). With the hundreds of other places, dozens of them within blocks of here, to get an equally, or arguably better, burger for less, faster, and with better service, the only reason to eat here is if you have no other options.",-1
The food was amazing but i never got everything in my order. I ordered the cheesesteak lunch special and it was suppose to come with a drink but i never received it. Cheesesteak was amazing and was cooked to perfection. The meatball parm is to die for. No other comments on the meatballs. The milkshakes i ordered they only brought me one when i ordered two but i still never got the other one. I would order from here again but afraid of not getting everything i paid for.,1
"Tried Olly Fresco's for the first time today. It's located on 107 Street, in the Alberta Health Services Seventh Street Plaza, ground floor of the South Tower. It's kind of like Sunterra in that it's mostly self serve, though there is a soup (4 different kinds) and sandwich/panini/breakfast counter at the back. Lots of choices for drinks (water, soda, kombucha, etc), snacks (like individually wrapped cheese, $0.85 a piece) and desserts (cookies, candies). A decent-sized salad bar with a variety of leafy greens (all looking fresh) and lots of toppings (chicken breast, deli meat, other vegetables). The hot food self-serve area also has about 10 choices ($1.89/100g) - several meats (today was roast beef au jus, roast chicken legs with mashed potatoes and gravy on the side, butter chicken, and another Indian dish), a fish (I think it was breaded), perogies (with self serve bacon and sour cream... dangerous), and some veggies (steamed broccoli and cauliflower, roasted potato wedges), and I assume there is always a vegetarian dish - today's was lasagna. I may have forgotten about a few other dishes. Everything is labelled and relatively fresh - I saw them replenishing lots of dishes even before it got down to the very end undesirable bits. 

I enjoyed the mishmash I picked up. You use take out styrofoam containers so you can always bring home leftovers. The lasagna was cheesy and flavourful, despite not having any meat in it. The noodles were not as al dente as I would have liked and it was a touch salty, but overall I liked it. The broccoli was perfectly steamed to retain nutrients - still bright green and just a touch of crunch. The roast chicken was really popular - I don't know if it was legs only but I snagged the last piece of thigh in a sea of drumsticks - skin was still kind of crispy and seasoned with some herbs (indistinguishable though). A touch dry but totally edible still. I loved the perogies - they were very generic potato ones, nothing special but not bad (e.g., the right amount of dough and filling, not mushy). I loved being able to choose as much sour cream and bacon bits (real ones!) as I wanted. 

There's quite a bit of seating and a lot of people seem to get the food to go, so I didn't have any trouble finding a spot for two around 12:15pm (it was busy though!). After grabbing a bottle of premium water, my total came to about $13, and I was certainly quite full. You can spend as much or as little as you want to. I thought the food was decent despite it being made for the masses, and I love the variety of choices - I understand that they change offerings daily so I'd be interested to try other options. I think it's a really great option for the people who work on this west end of downtown (note it's closed on weekends). I will be back!",1
"Spot on!

I got ""the veg"" and the spicy fries.  ""The veg"" is a portabella burger, with grilled mozzarella, picked veg, arugula, and gauc.  Wholly non-cow is this thing spectacular for a bella burger!  The bella is on bottom, then the mozzarella is directly fused on top of that.  I actually thought the cheese was halloumi at first because it wasn't super melted (a good thing). The gauc and pickled veg are slightly citrusy and vinegary, but are contrasted by the bitterness of the arugula.  There's a nice bun to contents ratio, and for bonus points it's a potato bun.

Wasn't sure what to expect with the spicy fries going in - are they hot sauce fries, etc?  Turns out they are of the crab-fries variety with some subtle other spices added in.  Nice portion - not too big.

The atmosphere kind of reminds me of a dive bar - I think that's the best way to describe it.  It's pretty small, so I wouldn't choose to ever eat in most likely.",-1
The food is good the service is terrible i went there about 3 times with my cousins and the people workin there were on the phones or talking to the other employees i didn't know if i should go and pour myself a refill or ask the waitress that was working at the time for a refill she took forever to come and check up on us and i would understand if it was busy but me and my family were the only ones in the restaurant and i think i understand know why were the only ones in that place i thought i came in to dine in not to get up and refill my drink myself if i wanted to get up and refill my own drink i would have went to McDonald's is this place a fast food place or a dine in restaurant and truly believe McDonald's has better service. Only thing that's holding me back from going there again is the service it's sad to say,-1
"I was on vacation last week and my wallet fell out in there. When I retraced my steps The bartender (younger girl) said ""I'm so happy you came back!"" My wallet was kept safe and nothing missing. I didn't catch her name but I am very grateful for her!!!!",1
"Yes, it's star spotting sensation and the pancakes and bacon are fabulous, but go without the kiddies.  
Your kids won't like the wait - heck, I'm a grown up and I don't like the wait - and once they get to their seats they will be treated to the oh-so-unspecial treat of having no booster seats but old boxes of sugar to sit on (??).  Can you say 'owner without children'? 
Alas, if you are going on a weekday early-ish, it's a darn good eatin' joint.  I've never had an order that was slow or anything less than what I expected.  It's worth the extra money - the wait is up to you to decide.",1
"I could write a lengthy review, persuasive and layered to hit all the right points. But why do that when Lee How Fook makes food that does it for you? Long story short they have some of the best general tso chicken I have eaten to date. Try it for yourself and get back at me. - Coolie",1
"I come here every so often. I like that its close to my apt and its on the water. 

Im here on some holidays. They have a huge buffet for them, so on big holidays I will feast out! 

Their food is good! Caesar salad amazing! Love their crabcakes! Great fish tacos! Yummy warm bread and soft butter. 

They are very pricey! Its an upscale type of restaurant so that is expected and it's on the water. However, I still come in my gym clothes and sit at the bar to eat, but honestly, I can careless about what I look like. I still pay the same price as everyone else. Still spend money! Plus I will stop in, eat at bar, and leave. So dont feel you have to be dressed up because its fine dinning. 

I give it 4 Stars because at Happy Hour time I will come in to eat food at Happy Hour prices. Well, the prices are cheaper on the crab-cakes but they are beyond small. They cut the portions way down with price too. I Still spent $40 when I just got salad, crab-cakes and 1 cocktail. And the serving sizes were small! 

Its also very different looking in there. Old and country like. I really dont know what else to call it. Just so you know, its not a hangout place at all. Just a dinner experience. Or they hold events there, think they are big for that. Its huge in there. Plenty of parking too! 

You should try them out, just as long as you go in knowing what to expect. 

Hope my review helps you!",1
"We have been here several times because it happens to be one of my sons favorite restaurants. However, I don't think we've ever had great service or good food :(. Environment is wonderful though, great for apps and drinking. I'm sure we will find ourselves here again when our son request it, but definitely not looking forward to it",1
"Maybe I'll write an updated review bc I really want to try it again but from hearing other people talk about this place, I wasn't that impressed. I got the creole strawberry which tasted like vanilla ice cream with some strawberries (which didn't even taste ""in season""). I should have tried some of their other flavors. Maybe next time.",-1
"It was... not good.  We got there late-ish on a Sunday, and the service was such that it was obvious nobody there cared.  Burgers were super dry and overcooked.  Fries were cold and soggy and too greasy, not to mention only half filled.  We've been wanting to try this place since moving here a year ago, and we will not be going back.",-1
"There's not much better than Valentine's. We've been coming for years, but it has been several since we've been. We went last night, and it was as satisfying of an experience as ever before. 
It would've been my parents' 33rd anniversary, so we ordered a honorary Bloody Mary for my dad's seat. 
Between the three of us dining, we had two sirloins and a ribeye. Mom and I upgraded our salads to include their housemade bleu cheese dressing. SO worth it. 
Each steak was cooked spot on. Everything was delicious. 
Mom got the caramel cheesecake for dessert. Holy cow! That was one of the best desserts I've ever had, hands down. 
The waitress knew it would've been my parents anniversary, and she brought out two small chocolate desserts that they do in honor of anniversaries. Not only was it delicious, it was the sweetest gesture I've experienced at a restaurant. 
I wish I could give more stars!",1
"It was only my first time here. It was an okay experience. The scallops I had were a bit more salty than I expected though. Otherwise, the deals are great. I happen to have come here on a Friday where they had $2-$3 specials on drinks. This used to be Mangroves, but now under this new ownership, the scene is a lot more casual and beachy than before. I liked it for its laid-back environment. They offer you free bacon at your table the way most restaurants offer free bread!",1
"Tonight I was really disappointed. I called and placed a take out our about 45-1hr prior to closing. I ordered a chicken Fajita and chicken enchiladas with chips and dip. The only thing right was the chips and dip, if you count that each chip was broke then maybe not. I should have taking pics of this mess I was given but I was to upset once I drove all the way home only to realize my order was WRONG and MISSING.. had no black beans and rice or sides for my enchiladas. You could barley see any cheese. I called immediately and spoke with the manager and was told that the enchiladas would been taken off my bill. No dinner than I hung up and opened the burrito I noticed I had no fajita peppers... none just rice beans and chicken..  I immediately called back. The manager agreed that the orders were wrong and she apologized and asked if I was close she would have the order remade, and take the entire order off my bill. Since I was feeding more than myself, I decided that I would return for the remade order so my teenager would eat tonight as planned. Well.. I drive 10 minutes back and get my remade order and another apology. The worse part about this is I should have cut my losses... but this is the same place that I hosted by friends Bridal shower in the private dining hall and the service was amazing, this is the same place that I have come for happy hours but tonight I should have said NO!! Get home and bam.. burrito smelled great looked great but NO Chicken.. NONE.. just beans, peppers, rice and cheese even tasted the cilantro but Where is the Chicken?? I didn't bother to call back this time. I'm gonna just cut my losses and not go back. Not a good feeling when you really want something tasty to get and get turned off Twice!! My nephew agrees.. he just went to Wendy's. Now I hope my refund is correct. Seems likely the next problem.",-1
"Fantastic breakfast spot.  I went on two occasions and varying degrees of service both times, but both times, the food was excellent.  The first time, the line was 10 deep, and growing mostly because the counter girl was slower than molasses to enter in a order.  It might have been because she kept screwing it up:

My rib eye steak and eggs some how turned into ham steak and eggs.... the hashbrowns are excellent here but when we went back on Sunday, they weren't serving hash browns, only grits.... I opted for biscuits and eggs which were fantastic as well...  Great breakfast to grease you up after a night of drinking or you just want a well grilled meal. 

Best practice, walk in to the back counter, order your meal and then grab a seat - no wait staff.  They offer up great bloody mary's for those in need a little hair of the dog.

I say some of the talent that walked in and out of here were better than the bar scene and much funner to talk to.  Unfortunately the busers take advantage of this also and the tables suffer with plenty of dirty dishes waiting to be taken care of... even when still when your food comes out... Go and enjoy.",1
"Excellent time here. Went late right before closing, 9:30, and the place was empty. The amazing waitress, Courtney ( I think ),  was very accommodating and even had the the cook take the heads off the shrimp at my request because it was slow. I really appreciated the hospitality here. Overall I would go again and get the boiling house sauce.",1
Visting from out of town and found this place on Yelp based on reviews. The reviews on the stuffed bell peppers was excellent so I went with that for lunch. I didn't care for it so I didn't eat it.  The kids had burgers and was satisfied. The handsome waiter was professional.,1
"RUDE RUDE RUDE, couldn't be bothered by myself or my friend and the small basic tattoo we wanted. Over priced the tattoo and and had the worst attitude ever. Big disappointment and let down for us. Dustin should get his head out of the clouds and come back down to earth with his holier than thou attitude",-1
"I can understand why this place has a bad rap because of past incidents but honestly if you go into it with an open mind and ready to dance you'll have a blast. The security guards were all very nice and efficient, getting in was super quick (we had a guest list). 
Only reason I didn't give 5 stars is because the coat check cost 4 bucks which to me is a little ridiculous. 
Over all i was really impressed with the service and atmosphere, and I'll definetly be returning (just without a jacket this time lol)",1
"The guy at the counter actually told me i made a good choice just going with mustard and pickle on my hot pastrami because it brings out the pastrami flavor... since thats what i wanted and dude agreed thats the right way... well... he knows a good pastrami as i do...

like this place...

my wife got a sandwich of some sorts that she was very happy with too... anytime im in that area needin a pastrami, thats where ill go",1
"I didn't want to risk having a dry burger, so I picked bison meat, specifically the Southern Caviar which also contains bacon, pimento cheese, stout onions, and a horseradish remoulade.  I didn't pick up on the onions or remoulade- the bacon and pimento cheese stood out as the heavyweight topping champions.  I have to admit, the bison burger was thick and cooked to a nice pink, medium. I could actually envision my bison roaming around happily in his humane pasture.  It wasn't very seasoned, but the salt from the bacon and tang of the cheese balanced it out. I also liked the hearty, seeded brioche bun. A side of spicy pickles instead of fries ensured that I could walk out without feeling gross in the stomach area. I ended up being way less upset that I spent $13 on a chain burger than I thought, in fact, I would recommend spending the money on a Bareburger burger.",1
"Good outdoor place right on Bourbon to listen to some jazz music in a casual setting.  We ordered their $5 drinks which were very watered down and put in tiny little plastic cups with some ice (Mint Julep, Sazerac, Brandy Milk).  We thought about ordering food, but saw what what other people were eating and decided to pass.  

One note, the table was really dirty, not sure if all outdoor places are like that in NOLA since Cafe Du Monde is like that too, but it kind of grosses me out",1
"Been here 4 times and every time the food is excellent. Without a doubt customer service is superb. My only complaint, and it's not even a complaint, is that I wish there was more tables to sit at. I hope that they will be around for a long time.",1
"OK. This is hard to rate because I have eaten at Rangoon and Banana Leaf (Same genre of food... kind of) and out of the three this is my least favorite mainly because the food was mediocre in flavor in comparison and the atmosphere just felt more like a production line versus a nice relaxed place where you can sit and enjoy yourself. It almost felt like they want you in and out in 30 minutes or less so that they can get the next customer in. Put it this way, if I didn't know about banana leaf and Rangoon I would probably rate this place a little higher but the beauty about competition is that you get rated amongst your peers and not in a vacuum. Good food but if you're looking for malaysion type food go to banana leaf.",1
"Had heard fantastic things about BFF and could not wait to try it. Needless to say, it completely exceeded my expectations. 

I'm by no means a picky eater but convenience is unfortunately the primary factor of most of my eating decisions, and BFF makes is easy to eat very healthy, very conveniently. 

I got four meals, two steak and two chicken fuel packs, and they have all been fantastic so far. 

Chelsea behind the counter was very helpful and informed me you get a free sauce with the purchase of a fuel pack. The meals also come in reusable food storage containers which is also a nice touch!

They will be seeing a ton of me in the future.",1
Omg!  The prices on this utterly mediocre (and I'm being generous on that) food are ridiculous!!  $17 for a kale salad with 5 over cooked shrimp??  Seriously?  $16 dollar burger no fries and a $3 up charge for a side salad???  If the food was amazing I'd gladly pay these prices but no way for what we got. Pizza had virtually no sauce and was tasteless.  Skip this place and go to Salt Rock instead.,-1
"Yay for Pizzarella.
First tried them when having a ""party"" at my house. The pizza was amazing. We ordered the thick sicilian style crust cut into squares. I got more compliments on this pizza than any of the other food I was serving. It was so good, we haven't ordered regular round pizza since, now all we order is the sicilian. It is also piping hot every time we get it. They must have hot coals in that bag!

Anyway last week we ordered it again along with a burger and some chicken fingers for the kiddies. When the delivery man showed up with all the food except the pizza, (he brought one slice instead of the whole pizza oddly) we were bummed for sure. The delivery man was so apologetic and said he would return asap with the pizza. About 25 minutes later he came back with the pizza, extra slices, and cookies for the kids. Above and beyond for an honest mistake. 
Love this place!",1
"I have visited Aldine twice: the first time, I mostly enjoyed the meal with the exception of slow service ... the second time, the experience was dampened by sassy service. First, in terms of food, I think most of the dishes are actually quite good. Some are creative (maybe a little too creative for some people's palettes), and the misses seemed to involve pasta both times. Second, the cocktails are also very good; I like that they make their own syrups and offer creative cocktails with quality ingredients. The food and the drinks make me want this restaurant to succeed, but I seriously don't understand what's going on with the servers, hence 2 stars knocked down. As I said, the first time I came here, service was slow, so dinner took somewhere between 3 and 4 hours (and it's not like we had a 7-8 course tasting menu), but it wasn't a big negative since I was enjoying my dinner company and there wasn't a hint of rudeness. The second time, the server seemed annoyed with our table, possibly because there was a vegan in the group who was a little nervous. Most places such as this one should be able to accommodate dietary restrictions without fuss (and it's not like we were in a David Chang establishment, where it's expressly advertised that no restrictions would be accommodated). Maybe having a vegan diner was annoying to the chef, although I doubt it, but the server gave enough sass and attitude (even strongly hinting at the number of plates we need to order) that we really were not feeling warm and friendly vibes dining there. Was he annoyed that there were only 3 or 4 other tables with patrons (on a Thursday night) and that his collective earnings from tips for the night were not going to be what he thought? Who knows, but if that keeps up I will find it difficult to recommend this place to friends ... a shame given the culinary talent in the kitchen.",-1
"If I could give zero stars I would.  Carside to go is an epic fail for this location.  Twice I have come here and after waiting twenty minutes had to go in and get my food.  Totally defeating the purpose of Carside to go... To top it off, get back in the car and they had screwed up the order and had to go back inside.  Don't want to sound lazy, but the whole purpose of that sales gimmick is so the customer doesn't have to go inside.  What if I were in my PJ'S...?",-1
"Thought that perhaps this would be an excellent place to go to get succulent Florida gulf seafood while watching the playful antics of tropical fish in their famed aquarium. Buzzzzzzz. Wrong. When we entered, we were shuffled over to a seat that was a mile away from the aquarium and told, ""Oh. There are many people with reservations expected."" Afterwards, an older couple asked the same question about being seated closer to the tank, and their wrinkly old butts were escorted front and center. Ageism at its finest! In the end, my wife and I and the old couple walked away with relatively the same experience though because the food was awful. Don't order fish. You will be treated to a large hunk of dry protein that has no taste and is topped with cranberries. Remember Thanksgiving at Grandma's house? Large overlooked dry as f turkey that you had to choke down with 8 glasses of Sprite? Bingo. Rumfish Grill. I called my grandma immediately afterward and told her that she needed to sue the place for stealing her turkey recipe. She was puzzled since we ordered fish. But y'all know what I'm talking about.",-1
"Warning: This location does not accept walk-ins. Signs are posted all over their front door saying ""absolutely no walk-ins"". My brother had a bad experience here getting fingerprints; employees were rude and bothered by having to do this service.",-1
"We have been here three times, and each time have had to send back a burger that was way overcooked.  The replacement burgers have all been good, but that means one person is done eating by the time the other person is not even started yet.  They claim to have the best burgers, but I guess not the best cooks.

The atmosphere is cool, the beer garden one of the best around.  I want to come back and have an experience that makes me give them a better rating.",1
"Think twice before renting from Event Rental -- they regularly and knowingly overcharge their customers. Make sure you know exactly what services are being performed, and pay close attention to your bill. Their business policy and practice is to fraudulently charge customers for work not performed whenever there are back to back events.

Long story relatively short: tents were rented three days in a row at a venue for three separate parties (one day for each party). Mine was the middle day (Saturday). I was charged almost $250 (a third of my total cost, which they make you pay upfront) for delivery and ""after-hours"" pickup (labor fees) for my Saturday event at a venue, even though I realized about a week after my event that the same tents were standing on both the day before (Friday day and through the night) and the day after (the tents stayed standing through Saturday night and through Sunday morning). So basically, they set up the tents on Friday, left them up through the weekend until sometime on Sunday, and then charged each of the three parties separately for the full cost of delivery/pickup labor. After many attempts to call and speak to a manager and never receiving a call back, I was told there was nothing they could do about it -- one employee even stated explicitly that it is the company's standard procedure to charge each separate client for the full price of delivery and pickup, even if only one delivery and one pickup each are performed for a weekend consisting of three different events. So after many days of no return calls and no communication from upper management or any admission of wrongdoing, I had to file a claim with my credit card company.

It's clearly a dishonest way of conducting business (""scam"" is the correct word), and when I confronted them about it in a respectful manner, they refused to admit any wrongdoing and ignored the issue until I got the credit card company involved.",-1
"I live closer to another restaurant but always find the food here exceptional. I had a large order, it was timely and hot. The lady and young man behind the counter were friendly . There are full orders. A large order is plenty for 4. We also enjoyed the sweet treats after dinner . Could not have asked for better. Well worth the drive.",1
"Delivered super fast but everything else sucked. The pizza and cheesy bread was not cooked all the way. They forgot my garlic and marinara dips. When I called, the dude that answered sounded high as hell. He said they were bringing my sauces back but no one ever showed.",-1
"Clean, professional and friendly.  Prices as expected.  I ended up here because every other place I went opens at 10.  They open at 930.  I was driving around since 9...They start to get busy around 10.  It seems everyone wants a pedicure!  I was there for a manicure.

Their techniques seem a little outdated.  I look at Pinterest for inspiration.  I'm not sure they could do those designs.  Like glitter for example, my former place had jars and jars of glitter.  It was all different kinds that they applied w a small fluffy brush.  But, the final work was acceptable.  

I'll keep looking for a design place but I would definitely come back here too.  Got a 90 second massage w manicure that was great too!",1
"Great service, intimate vibe for a date night, but I have to dock one star because our main dishes were disappointing and the dessert. There was nothing that stood out about the sea bass and risotto. The risotto dish was quite bland to be honest it was as if it were made for patients on a low sodium diet...so if you're on a low sodium diet, I recommend trying that! The amuse buche and mushroom bisque were delicious and the bread is tasty-they have a wide selection. The crab cake wasn't too exciting but not bad either, right in the middle. Another surprise was the flourless chocolate cake. You would think it would be light, airy, and not too sweet. Think again, I felt instant cavities forming because it was extremely sweet. With that said, not sure if we will be back, but I guess it is worth another try since so many people raven about the restaurant.",1
I went to El Camino on a Sunday afternoon for a late lunch. When I got there we had to wait for a table so me and my date grabbed drinks from the bar. We ordered a pitcher of margarita. The bartender came back to check on us and she couldn't hear me and flipped her head to the side and her hair landed in the pitcher. She said she was going to make another one. She pretended to throw out the liquid in the pitcher and make another one . Instead she walked over to the other bar and just added ice to the pitcher her hair landed in .That was strike one of the afternoon. Then when we were finally seated I ordered the pancho nachos with chicken. They brought it out without the chicken. I tell the waiter. Instead of bring out a fresh nacho they bring out the chicken in a bowl. Service is poor and the quality of goods is not great either. I used to like coming here but know I most likely won't be back again as the standards in customer service and quality of food and drinks has significantly decreased.,-1
"Don't like being a hater, but 1st knock on it 
was that it took an hour to get my food, then it wasn't that good either. Kind of bland.  The people are nice and the restaurant looks nice too, but doubtful if I'm coming back. The curry was bleh",-1
"This is my fourth visit.   It's much improved from our first visit but still not yummy.  The brisket, while not petrified, was still dry and chewy.  I'm not sure whether the bun was stale or just not to my liking.  It was kinda dry too but that might be the way its supposed to be.  I liked the mashed potato side.  Fairly garlicky.   Coleslaw too saucy for me but not bad. In general, I love brisket on a bun....but here it's .....passable.  Not something to make a point of coming out for.",-1
"Stayed at the Holiday Inn while on vacation, and thought we would give it a try this place is beautiful! Right on water, big and lots to see. Live music was great! I expected great food to come out and what I got was frozen seafood!!! Ordered the calamari- looked great but tasted like frozen fried with no season at all!! Kids got chicken fingers and a burger which also taste frozen and the burger no joke tasted just like a frozen bubba burger you get from the store. Also got the Mango Mai Mai, this I thought for sure would be good but again the fresh was rubbery, over cooked tasted frozen, the baked potato tasted to be old. When it came time to pay, i have my server a $100 bill she brings me back change for a $50! Not cool at all! In all honesty the only thing this place is good for is drinks. I'm very disappointed in it ! I should have saved the money and walked over to Crabby Bills!",-1
"Abysmal customer service. Came in on Wednesday at 6ish (not busy), ordered a meatball sub from some short white dude. He insisted that meatball subs only get three meatballs and when I challenged him and inquired as to why that was he got very rude very quickly. As my sub was in the oven I decided to look up subway's website and, lo and behold, meatball subs DO get four meatballs, just like every other time I have gotten a sub from that store. When I informed him of this and asked for another meatball he stomped over, smashed two more meatballs into my sandwich, and snippily finished the order even after I informed him I didn't want to cause any trouble.

There are some wonderful people who work at this Subway. That guy was not one of them and the experience was enough to put me off that store completely. I'm not expecting five star service from a Subway but when you try to take advantage of your customers and then get angry when they call you out on it, maybe you aren't meant for a job that involves customer interaction. Will not be returning to this store ever again.",-1
"The Star rate would have been 5 because the food ( sushi is delicious) but the rather iffy' treatment made me want to eat and go about my day quickly. We bought a deal through a third party promotion and unfortunately that was not fully honored, but when we asked for our free Edamane when you check in with Yelp they refused. We asked again if they can work the Yelp deal out and they did with an uncomfortable attitude. I'm not a destructive Yelper but It's my first and last time I'll eat at Ichiban. I do however wish them luck.",1
"I pass Citi Market almost every evening and stop in every week or so for a made to order wrap. I like both the veggie and non-veggie options, both tasty and reasonably priced. I don't buy many groceries here, but I usually pick up a few things that I need. The staff has always been friendly, which is another reason I like giving them my money.",1
"xochitl, the BAR you go to for ridicu-potent and tasty margaritas, some snackie things and a tequila-fueled  night of regret ... YES. 

xochitl, the RESTAURANT you go to for an impressively cooked meal that is worth the somewhat overpriced expense for mexican food ... NOT SO MUCH.  

they do serve some of the finest margaritas in the city. they are, as rumored, strong and should be consumed with caution. and the guac, though very high at $9, is incredible. each table has a guac card that you can use to customize the ingredients you'd like to add to your guac, including jalapenos, garlic, tomatoes, peppers, oaxaca, and so many other things. i only say that it's steep at $9 because you don't get much in quantity, but it's fair considering the cost of avocados. 

the food was quite the disappointment.  years ago (before the menu revamp), the food was incredible. i still remember one of the duck entrees i had there as being the best duck i have ever eaten. HOWEVER, the same cannot be said now.  

we had 2 people in our group order the $26 braised short rib. and they did not even finish it. the meat was dry and a bit bland -  totally tragic. 

the rest of our table had tacos - the carne asada, the carnitas and the fish. these were solid. honestly, there wasn't anything to complain about, but they weren't particularly memorable either. 

the tacos ranged from $13-16 and included 3 tacos. of the ones we tried, i'd say the fish tacos were my favorite. 

this is the upside though. considering the dearth of options fish taco lovers have in this city, if you're having a serious fish taco craving, xochitl is a reliable bet. the fish is not breaded/fried and it tastes very fresh, citrusy and the slaw gives it great crunch.",-1
"Went here after hoping on a plane. Quick lunch and had the Chicken Sandwich with fries. The bread on the sandwich was great. Chicken was normal but better than most. Atmosphere is a bit like a fast food place. Prices are slightly high so be aware of that. Other plates on the table were the Canelli' Special. They said the chicken was fantastic. They also liked the Yucca and rice. Would recommend if need a quick meal and the atmosphere is not an issue. Also, it's not a huge place.",1
"This restaurant is on point!!  My husband and I were at the entrance off the lobby just peeking in and one of the managers that was dropping something off stopped us and asked if we wanted to eat.  Only because of her friendly demeanor did we stop and eat.  Love love love this place.  Our waiter, unfortunately cannot remember his name...but he is darling, personable, and wore glasses and was by far the best waiter we have ever had.  The Bloody Mary bar was delish only outdone by the food!!!  OMG!!  Menu was so good and great selection.  The manager on duty came over to greet us and our service dog and told us more about the hotel.  So impressed that we switched our reservations for 2 weeks from Peppeemill to now to staying at Whitney Peaks!!  Keep up the great work and see you in 2 weeks!!!!",1
Food good but music so loud it's hard to hear you're friends talking. Also it's a bit of mayhem when you have to wait in line to order and pay. Cuban sandwich is delish.,1
"I've eaten here several times over the past few years and I have to say their service has gotten progressively better. When I first started frequenting this place (mainly ordering takeout) it used to take a VERY long time for my order to be ready. I would order and wait about 45 minutes before picking up and then when I would get there it would take an additional 30-45 minutes before the food was actually ready. So, I stopped going there even though the food was worth the wait. It gets old. I've tried quite a few things on the menu though I usually get the fried chicken platter with greens and potato salad, or the fried whiting with the same sides. I have tried other sides like string beans (too soft), cabbage (good), greens (good), and garlic mash (good). Their fish hoagie is really tasty and their turkey chops are as well. What I love about this place is that it is Black owned. I also love that their food is seasoned well and their portions are big enough to feed a small family. Tonight I ordered fried whiting platters for my fiancé and me and both had 6 pieces of fish with a heaping of sides. Their prices are good and I did not have to wait forever when I went to pick up my order. Nice job on the changes. I will def patronize again.",1
"This place is Smokey and insane...8 dollars for a drink at center bar , even if your playing the bar-top machines?? I know its not Vegas but come on, some tickets/vouchers I had from a month ago with money on the expired?? Why is that?? Even the stupid slots would not take em?? I had to go to meet a friend who spends a lot there, I was coughing my brains out from the smoke. I was stressed the whole time I was there,  as was my wife, it used to be fun, now it sucks.We eat at some of the restaurants weekly , but we are done. Now they want to re-do the lot and charge to park , what the hell is wrong with these greedy Indians or whoever is running this scam.Talk about driving people away, I know they don't care because its always packed house, the clientèle however has dropped to thugs and lowlifes. The parking garage is nasty like New Jersey...garbage all over,  stinks, gum on the ground, just shit. Now should I tell you what I really think??",-1
"Everytime I pass by here, which is practically once a day, I remember the meals we had for dinner.  Or, perhaps more accurately, I  remember that we didn't like Sunset 44 precisely because the dinner was so unmemorable--- so very, terribly bland. No flavor, no pizzaz, no zing. Absolutely nothing to bring us back.",-1
